Experiment,Generator,Run,Duration_Seconds,Triples_Reported,Triples_Measured,Throughput_Reported,Throughput_Measured,Tool,Tool_Version,RDF_Triples,RDF_Subjects,RDF_Predicates,RDF_Objects,RDF_Classes,RDF_Mean_Outdegree,RDF_Mean_Indegree,RDF_Coherence,RDF_Coherence_TypeIncl,RDF_Type_Coverage_Avg,Triple_Validity_Pct,Shape_Translation_Loss_Pct,Schema_Constraints,Constraints_Represented,Valid_Triples,Generated_Triples,FHIR_Resource_Instances,FHIR_Resource_Types,FHIR_R4_Coverage_Pct,FHIR_Triples_Per_Resource,FHIR_Value_Literals,FHIR_Literals_Per_Resource,FHIR_Missing_ResourceType_Pct,FHIR_Malformed_Primitives,FHIR_Blank_Nodes,FHIR_Total_Nodes,FHIR_Anonymity_Index,Params,Notes,Error
rudof_normal,rudof,1,8.9554,464172,464172,51831.52064676062,51831.52064676062,rudof_generate,rudof_generate 0.1.0,464172,28761,5200,25905,896,16.138938145405238,17.91823972206138,0.5773602182636189,0.7153255263065837,0.503320805975859,49.52517601234025,2.674658949979325,24190,23543,229882,464172,2913,145,100.0,159.34500514933058,130693,44.86543082732578,100.0,41,0,29799,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,2,9.5352,464119,464119,48674.280560449704,48674.280560449704,rudof_generate,rudof_generate 0.1.0,464119,28780,5200,26005,896,16.126441973592772,17.847298596423766,0.5769890097009864,0.7149840295466966,0.5029584283721048,49.530185146481834,2.674658949979325,24190,23543,229879,464119,2920,145,100.0,158.94486301369864,130640,44.73972602739726,100.0,41,0,29818,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,3,9.1221,463783,463783,50841.69215421888,50841.69215421888,rudof_generate,rudof_generate 0.1.0,463783,28751,5200,25912,896,16.131021529685924,17.89838684779253,0.5773203998397262,0.7154725461528646,0.5034129510298556,49.52855106806416,2.674658949979325,24190,23543,229705,463783,2907,145,100.0,159.54007567939456,130554,44.910216718266255,100.0,41,0,29788,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,4,9.0288,463717,463717,51359.75987949672,51359.75987949672,rudof_generate,rudof_generate 0.1.0,463717,28754,5200,25949,896,16.127043193990403,17.870322555782497,0.577217255705827,0.7154571095106576,0.5032893935412576,49.544226327695554,2.674658949979325,24190,23543,229745,463717,2913,145,100.0,159.18880878819087,130486,44.794370065224854,100.0,41,0,29791,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,5,9.2935,463716,463716,49896.80959810621,49896.80959810621,rudof_generate,rudof_generate 0.1.0,463716,28744,5200,25915,896,16.13261898135263,17.893729500289407,0.5774418052724654,0.7156228845747316,0.5034542745643726,49.51069188900102,2.674658949979325,24190,23543,229589,463716,2911,145,100.0,159.29783579525937,130475,44.82136722775679,100.0,41,0,29782,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,6,8.929,464142,464142,51981.40889237316,51981.40889237316,rudof_generate,rudof_generate 0.1.0,464142,28760,5200,25934,896,16.1384561891516,17.89704634842292,0.5773059544759443,0.7153831274687349,0.5033448882088233,49.53203976369301,2.674658949979325,24190,23543,229899,464142,2906,145,100.0,159.71851342050928,130702,44.97660013764625,100.0,41,0,29798,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,7,9.2361,463926,463926,50229.64238152467,50229.64238152467,rudof_generate,rudof_generate 0.1.0,463926,28746,5200,25927,896,16.138801920267166,17.893547267327495,0.5773209218760358,0.71555256326865,0.5034066862654372,49.492375939266175,2.674658949979325,24190,23543,229608,463926,2912,145,100.0,159.31524725274724,130741,44.89732142857143,100.0,41,0,29785,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,8,9.0915,464371,464371,51077.489963152395,51077.489963152395,rudof_generate,rudof_generate 0.1.0,464371,28776,5200,25950,896,16.13744092299138,17.894836223506744,0.5771498217519039,0.7150573575026302,0.5031189313630218,49.506106109123955,2.674658949979325,24190,23543,229892,464371,2914,145,100.0,159.3586135895676,130824,44.894989704873026,100.0,41,0,29814,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,9,9.1311,463778,463778,50791.03284379757,50791.03284379757,rudof_generate,rudof_generate 0.1.0,463778,28761,5200,25940,896,16.125239038976392,17.87887432536623,0.5769420533033894,0.7153336176275554,0.5030977632352218,49.52951627718434,2.674658949979325,24190,23543,229707,463778,2916,145,100.0,159.04595336076818,130534,44.76474622770919,100.0,41,0,29799,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
rudof_normal,rudof,10,9.4226,463859,463859,49228.344618258234,49228.344618258234,rudof_generate,rudof_generate 0.1.0,463859,28750,5200,25897,896,16.13422608695652,17.91168861258061,0.5774342452547094,0.7155083037508003,0.5034207920591502,49.49736881250553,2.674658949979325,24190,23543,229598,463859,2911,145,100.0,159.34695980762623,130745,44.91411885949845,100.0,41,0,29789,0.0,"{""config"": ""fhir/fhir_config_structural.toml"", ""entities"": 18000, ""parallel"": null, ""property_fill"": null, ""schema"": ""fhir/fhir_r4.shex"", ""seed"": 42}",,
synthea,synthea,1,18.3909,,2605433,,141669.68446351186,Synthea + org.hl7.fhir.core,,2605433,1413815,326,1456798,541,1.842838702376195,1.788465525076229,0.6372981548583277,0.6912118943499156,0.5361855081201362,,,,,,,20740,24,16.551724137931036,125.62357762777242,1151173,55.5049662487946,0.0,0,1413815,1414356,0.9996174937568759,"{""population"": 20, ""seed"": 42}",28/28 FHIR bundles converted to Turtle,
synthea,synthea,2,17.6256,,2605433,,147820.95361292668,Synthea + org.hl7.fhir.core,,2605433,1413815,326,1456797,541,1.842838702376195,1.7884667527459213,0.6372981548583277,0.6912118943499156,0.5361855081201362,,,,,,,20740,24,16.551724137931036,125.62357762777242,1151173,55.5049662487946,0.0,0,1413815,1414356,0.9996174937568759,"{""population"": 20, ""seed"": 42}",28/28 FHIR bundles converted to Turtle,
synthea,synthea,3,18.0154,,2605433,,144622.54515581115,Synthea + org.hl7.fhir.core,,2605433,1413815,326,1456798,541,1.842838702376195,1.788465525076229,0.6372981548583277,0.6912118943499156,0.5361855081201362,,,,,,,20740,24,16.551724137931036,125.62357762777242,1151173,55.5049662487946,0.0,0,1413815,1414356,0.9996174937568759,"{""population"": 20, ""seed"": 42}",28/28 FHIR bundles converted to Turtle,
synthea,synthea,4,17.0197,,2605433,,153083.36809697,Synthea + org.hl7.fhir.core,,2605433,1413815,326,1456797,541,1.842838702376195,1.7884667527459213,0.6372981548583277,0.6912118943499156,0.5361855081201362,,,,,,,20740,24,16.551724137931036,125.62357762777242,1151173,55.5049662487946,0.0,0,1413815,1414356,0.9996174937568759,"{""population"": 20, ""seed"": 42}",28/28 FHIR bundles converted to Turtle,
synthea,synthea,5,16.8603,,2605433,,154530.64298974516,Synthea + org.hl7.fhir.core,,2605433,1413815,326,1456797,541,1.842838702376195,1.7884667527459213,0.6372981548583277,0.6912118943499156,0.5361855081201362,,,,,,,20740,24,16.551724137931036,125.62357762777242,1151173,55.5049662487946,0.0,0,1413815,1414356,0.9996174937568759,"{""population"": 20, ""seed"": 42}",28/28 FHIR bundles converted to Turtle,
